Connecting to endpoint akiivb3cx1ocl.iot.us-east-1.amazonaws.com
Line: 0 | Hops: 1 | Voltage: 121.594 | Status: Normal | Modifier: 0 | DeviceID: 23052ff0-07d2-40d2-81d0-f12a919dc3c7
Line: 6 | Hops: 24 | Voltage: 85.897 | Status: Normal | Modifier: 0 | DeviceID: 80b9039e-395b-4f9f-bafe-0c8524078a80
Line: 7 | Hops: 24 | Voltage: 94.881 | Status: Normal | Modifier: 0 | DeviceID: 07f19c02-e4d6-47e6-a807-c56118398cfb
Line: 8 | Hops: 24 | Voltage: 100.381 | Status: Normal | Modifier: 0 | DeviceID: ef1159b8-d407-4819-82c4-de5c1c7c0a44
Line: 9 | Hops: 24 | Voltage: 94.299 | Status: Normal | Modifier: 0 | DeviceID: 6a551efd-4457-47d6-9121-2548ce925c8c
Line: 10 | Hops: 24 | Voltage: 104.373 | Status: Normal | Modifier: 0 | DeviceID: 557132e3-b084-4610-95db-a93f1a21871e
Line: 11 | Hops: 24 | Voltage: 97.689 | Status: Normal | Modifier: 0 | DeviceID: 48410981-a3fe-472d-ba82-ed60143a533d
Line: 12 | Hops: 24 | Voltage: 111.503 | Status: Normal | Modifier: 0 | DeviceID: c9a98c5d-99d8-4252-aa70-187316662e0b
Line: 13 | Hops: 24 | Voltage: 100.072 | Status: Normal | Modifier: 0 | DeviceID: 18c18ad4-ef88-4b8c-8897-d82ea87beec1
Line: 14 | Hops: 24 | Voltage: 96.079 | Status: Normal | Modifier: 0 | DeviceID: f2366461-5f0d-4679-95b2-22ac011de037
Line: 15 | Hops: 24 | Voltage: 105.457 | Status: Normal | Modifier: 0 | DeviceID: 8b4a6774-a00a-4efc-9bb5-dbd0bf9e481a
Line: 16 | Hops: 24 | Voltage: 101.152 | Status: Normal | Modifier: 0 | DeviceID: 944dc376-9e34-4801-8c24-2191654952cd
Line: 17 | Hops: 24 | Voltage: 87.178 | Status: Normal | Modifier: 0 | DeviceID: cea039cc-fad9-491d-9672-cf5c0a7b5e10
Line: 18 | Hops: 24 | Voltage: 132.716 | Status: High | Modifier: -3.46870705332 | DeviceID: cd9117fd-1316-4c7e-9d13-ff460fe2b3b1
Line: 19 | Hops: 24 | Voltage: 104.433 | Status: Normal | Modifier: 0 | DeviceID: 926fc861-21a5-49fe-9ffb-7d14a70b5d67
Line: 0 | Hops: 25 | Voltage: 100.027 | Status: Normal | Modifier: 0 | DeviceID: 4e88d049-71b7-423a-9881-685838c6260a
Line: 1 | Hops: 25 | Voltage: 95.915 | Status: Normal | Modifier: 0 | DeviceID: 05362fbb-3b61-4d5b-a91e-83246c4110f2
Line: 2 | Hops: 25 | Voltage: 95.554 | Status: Normal | Modifier: 0 | DeviceID: 90382f5a-4347-4aef-91e3-0fb07f13528d
Line: 3 | Hops: 25 | Voltage: 106.565 | Status: Normal | Modifier: 0 | DeviceID: f2c607f7-8251-4eac-8491-5ce3b02b996b
Line: 4 | Hops: 25 | Voltage: 101.441 | Status: Normal | Modifier: 0 | DeviceID: 6a2b1a0e-9ef2-49c6-936e-fb811cfc28d4
Line: 5 | Hops: 25 | Voltage: 97.119 | Status: Normal | Modifier: 0 | DeviceID: 7c1f20e7-0861-417c-9321-dd005679b9d0
Line: 6 | Hops: 25 | Voltage: 84.874 | Status: Normal | Modifier: 0 | DeviceID: 35e707ef-2608-472e-b41e-69cd942214f4
Line: 7 | Hops: 25 | Voltage: 94.194 | Status: Normal | Modifier: 0 | DeviceID: 83c94766-1dac-439d-a5df-1e2a795e9dc0
Line: 8 | Hops: 25 | Voltage: 98.715 | Status: Normal | Modifier: 0 | DeviceID: f0421d14-79e6-4285-8da6-1743802d39d1
Line: 9 | Hops: 25 | Voltage: 92.932 | Status: Normal | Modifier: 0 | DeviceID: f9520c13-14f1-4f80-8452-423c76d6d8e4
Line: 10 | Hops: 25 | Voltage: 104.688 | Status: Normal | Modifier: 0 | DeviceID: 294cbe1c-b025-432d-92e3-49b2da94bc3a
Line: 11 | Hops: 25 | Voltage: 96.524 | Status: Normal | Modifier: 0 | DeviceID: dd6c9ca5-a12d-423d-aa3d-acb87b4daa3d
Line: 12 | Hops: 25 | Voltage: 110.484 | Status: Normal | Modifier: 0 | DeviceID: d079c521-5dec-490c-bab9-269967660aa3
Line: 13 | Hops: 25 | Voltage: 99.597 | Status: Normal | Modifier: 0 | DeviceID: 2cbbd112-ab58-4773-9081-67418b34bdf5
Line: 14 | Hops: 25 | Voltage: 94.866 | Status: Normal | Modifier: 0 | DeviceID: 8871205f-44bf-4809-bf60-2807cdff5152
Line: 15 | Hops: 25 | Voltage: 104.447 | Status: Normal | Modifier: 0 | DeviceID: 504d58dd-6a0f-44b9-91be-00d258c4fb6c
Line: 16 | Hops: 25 | Voltage: 99.57 | Status: Normal | Modifier: 0 | DeviceID: c14b8a36-07ee-43fb-8b3f-e861b285933e
Line: 17 | Hops: 25 | Voltage: 85.76 | Status: Normal | Modifier: 0 | DeviceID: 78180c4b-26d1-473d-aea1-1889dae38ee2
Line: 18 | Hops: 25 | Voltage: 131.881 | Status: High | Modifier: -3.99535243561 | DeviceID: 35e3d231-7235-4c26-bf05-66b9c81bf0a5
Line: 19 | Hops: 25 | Voltage: 103.189 | Status: Normal | Modifier: 0 | DeviceID: 7f2044ec-1653-4b52-a25a-b30e8673b75c
Line: 0 | Hops: 26 | Voltage: 99.279 | Status: Normal | Modifier: 0 | DeviceID: 99ad1136-8e1f-44a9-888f-777bca5c16a7
Line: 1 | Hops: 26 | Voltage: 95.453 | Status: Normal | Modifier: 0 | DeviceID: 781608c4-f091-4c65-ae19-ce6618c9aa76
Line: 2 | Hops: 26 | Voltage: 95.279 | Status: Normal | Modifier: 0 | DeviceID: 09fcf39b-9bbd-4dd9-89d7-b094855334e5
Line: 3 | Hops: 26 | Voltage: 105.417 | Status: Normal | Modifier: 0 | DeviceID: cce121e8-af91-4eea-9a83-783a2ac385fe
Line: 4 | Hops: 26 | Voltage: 100.702 | Status: Normal | Modifier: 0 | DeviceID: a366b1cd-3e96-4b21-a2db-2167265f6607
Line: 5 | Hops: 26 | Voltage: 95.386 | Status: Normal | Modifier: 0 | DeviceID: efcfc240-037b-4539-9789-82601e94c8ef
Line: 6 | Hops: 26 | Voltage: 84.5 | Status: Normal | Modifier: 0 | DeviceID: ec51d24b-c479-42b2-b429-1f2b87a41aa3
Line: 7 | Hops: 26 | Voltage: 93.063 | Status: Normal | Modifier: 0 | DeviceID: 6c93f98d-168c-4b7c-8d25-375c5dce8cf5
Line: 8 | Hops: 26 | Voltage: 97.966 | Status: Normal | Modifier: 0 | DeviceID: 15eb9714-b507-4694-886f-5af2e18c24df
Line: 9 | Hops: 26 | Voltage: 92.047 | Status: Normal | Modifier: 0 | DeviceID: 5f14e0b3-1218-4d9f-8f97-77688fa40b47
Line: 10 | Hops: 26 | Voltage: 103.757 | Status: Normal | Modifier: 0 | DeviceID: 8abb11b7-b513-4ba4-876a-c378dd804f2b
Line: 11 | Hops: 26 | Voltage: 95.465 | Status: Normal | Modifier: 0 | DeviceID: 88c008ce-d076-4ad1-8062-a078e820ae05
Line: 12 | Hops: 26 | Voltage: 109.914 | Status: Normal | Modifier: 0 | DeviceID: 4004b22a-31f1-415c-9222-16edd0e524eb
Line: 13 | Hops: 26 | Voltage: 99.925 | Status: Normal | Modifier: 0 | DeviceID: c2d74011-e10a-4029-84e7-51a0704462c3
Line: 14 | Hops: 26 | Voltage: 93.459 | Status: Normal | Modifier: 0 | DeviceID: a0c4ed75-e15c-4adf-a17a-c88bc34b7330
Line: 15 | Hops: 26 | Voltage: 103.478 | Status: Normal | Modifier: 0 | DeviceID: 0a666b38-bdf5-4f2b-a1ee-973ef52333bb
Line: 16 | Hops: 26 | Voltage: 98.293 | Status: Normal | Modifier: 0 | DeviceID: febd7198-8b29-4a38-b654-78251f8ddaa1
Line: 17 | Hops: 26 | Voltage: 84.43 | Status: Normal | Modifier: 0 | DeviceID: 83623dcb-770e-4bdd-b6e3-0816c3806db8
Line: 18 | Hops: 26 | Voltage: 130.042 | Status: High | Modifier: -3.92667350687 | DeviceID: 3d5a5ac6-faf8-4084-8efa-a0fd02b80aee
Line: 19 | Hops: 26 | Voltage: 102.253 | Status: Normal | Modifier: 0 | DeviceID: 141b91f4-14c5-4f08-a185-cd367976f57c
Line: 0 | Hops: 27 | Voltage: 98.304 | Status: Normal | Modifier: 0 | DeviceID: 41c82e5d-0ecf-493f-867b-9fef08d65f9d
Line: 1 | Hops: 27 | Voltage: 94.009 | Status: Normal | Modifier: 0 | DeviceID: f26ad17b-adb8-48e2-97b5-f07cb2e3460c
Line: 2 | Hops: 27 | Voltage: 94.071 | Status: Normal | Modifier: 0 | DeviceID: 81e69c1d-3a5f-44aa-ac97-f4af3e76a348
Line: 3 | Hops: 27 | Voltage: 104.232 | Status: Normal | Modifier: 0 | DeviceID: f1b12714-e098-464a-ad90-c4209e13f14f
Line: 4 | Hops: 27 | Voltage: 99.269 | Status: Normal | Modifier: 0 | DeviceID: ea5c73df-8cc6-46ea-a41a-0a816842eeb3
Line: 5 | Hops: 27 | Voltage: 94.937 | Status: Normal | Modifier: 0 | DeviceID: eb9431d0-cb72-498c-b0e8-5acf89f10064
Line: 6 | Hops: 27 | Voltage: 84.759 | Status: Normal | Modifier: 0 | DeviceID: 539c166d-8cc7-41b2-ab50-38871d3fbe7b
Line: 7 | Hops: 27 | Voltage: 91.761 | Status: Normal | Modifier: 0 | DeviceID: ba8c636e-1edd-4f06-902c-13969a44f894
Line: 8 | Hops: 27 | Voltage: 97.18 | Status: Normal | Modifier: 0 | DeviceID: f4d4f7ab-3ec9-4d12-a2b4-575468923bc7
Line: 9 | Hops: 27 | Voltage: 90.734 | Status: Normal | Modifier: 0 | DeviceID: d9c002f0-b245-43f4-b4ca-a14200f864f0
Line: 10 | Hops: 27 | Voltage: 103.394 | Status: Normal | Modifier: 0 | DeviceID: 67f464ec-fb5f-43a5-a2b7-819299746315
Line: 11 | Hops: 27 | Voltage: 94.799 | Status: Normal | Modifier: 0 | DeviceID: 032d4d5e-6389-4a2b-b6d3-0b2b3f34b1ef
Line: 12 | Hops: 27 | Voltage: 108.88 | Status: Normal | Modifier: 0 | DeviceID: 2947b577-6afa-4add-9d8f-b0c96226191f
Line: 13 | Hops: 27 | Voltage: 99.172 | Status: Normal | Modifier: 0 | DeviceID: 51a75c2e-c965-406c-b044-7e585abe1e86
Line: 14 | Hops: 27 | Voltage: 92.624 | Status: Normal | Modifier: 0 | DeviceID: dd785551-e6f6-4fb1-b97c-00be1eef59b0
Line: 15 | Hops: 27 | Voltage: 102.323 | Status: Normal | Modifier: 0 | DeviceID: fe3b6bcb-a22e-4d29-bdfe-de16b48e62c7
Line: 16 | Hops: 27 | Voltage: 97.509 | Status: Normal | Modifier: 0 | DeviceID: 62398ef3-5508-49b6-9047-c0890a658b4e
Line: 17 | Hops: 27 | Voltage: 82.261 | Status: Normal | Modifier: 0 | DeviceID: 9ff43fcc-4eed-43ea-942b-ac426845ecb0
Line: 18 | Hops: 27 | Voltage: 128.651 | Status: High | Modifier: -4.01191480998 | DeviceID: 7ead2648-7f5e-4a5e-9bea-0e82971f5bda
Line: 19 | Hops: 27 | Voltage: 100.847 | Status: Normal | Modifier: 0 | DeviceID: 453a72c7-e8fd-48e3-a218-3d9c94d94c27
Line: 0 | Hops: 28 | Voltage: 97.753 | Status: Normal | Modifier: 0 | DeviceID: 8224b90e-af49-4a43-8785-3d6db04fbb52
Line: 1 | Hops: 28 | Voltage: 93.18 | Status: Normal | Modifier: 0 | DeviceID: 98f0cf56-5ddc-421e-a919-a9c40d98b089
Line: 2 | Hops: 28 | Voltage: 92.758 | Status: Normal | Modifier: 0 | DeviceID: 4f5add8d-05dd-4a5b-a456-2b8341dc98e6
Line: 3 | Hops: 28 | Voltage: 103.471 | Status: Normal | Modifier: 0 | DeviceID: d32b5e9c-ad32-426a-823b-a0860d273ee0
Line: 4 | Hops: 28 | Voltage: 99.006 | Status: Normal | Modifier: 0 | DeviceID: e9b77814-780b-46a8-bf17-5ecf8fa54330
Line: 5 | Hops: 28 | Voltage: 94.219 | Status: Normal | Modifier: 0 | DeviceID: 11d7c6c7-a79a-4ff1-b921-eedff69f163a
Line: 6 | Hops: 28 | Voltage: 84.438 | Status: Normal | Modifier: 0 | DeviceID: fd767e00-1554-4d09-9921-9db9d1a10f0b
Line: 7 | Hops: 28 | Voltage: 91.517 | Status: Normal | Modifier: 0 | DeviceID: 9908dea1-a279-42c1-9f8b-0d03ef4865b6
Line: 8 | Hops: 28 | Voltage: 96.418 | Status: Normal | Modifier: 0 | DeviceID: 30aae28d-aa03-460c-955f-3922ed449e58
Line: 9 | Hops: 28 | Voltage: 89.02 | Status: Normal | Modifier: 0 | DeviceID: 4b9db2be-aa2a-46a3-8cd1-b6effb909403
Line: 10 | Hops: 28 | Voltage: 102.799 | Status: Normal | Modifier: 0 | DeviceID: 06f1aca7-d29c-49f6-9d9b-2d0510882320
Line: 11 | Hops: 28 | Voltage: 93.772 | Status: Normal | Modifier: 0 | DeviceID: 8d9a5f3c-e799-4365-95e6-27c496c328e9
Line: 12 | Hops: 28 | Voltage: 107.314 | Status: Normal | Modifier: 0 | DeviceID: 97c46029-d59b-49b1-9387-6ce1232c5a47
Line: 13 | Hops: 28 | Voltage: 97.047 | Status: Normal | Modifier: 0 | DeviceID: f022f239-f19b-40d4-b6f2-01c623b9d8c7
Line: 14 | Hops: 28 | Voltage: 92.091 | Status: Normal | Modifier: 0 | DeviceID: 3f844385-0e90-461d-ba18-dcc2f5a8a701
Line: 15 | Hops: 28 | Voltage: 101.397 | Status: Normal | Modifier: 0 | DeviceID: 561f2ea6-8228-40c2-99c6-ba7c584664fd
Line: 16 | Hops: 28 | Voltage: 96.666 | Status: Normal | Modifier: 0 | DeviceID: bed08052-9b3b-42b3-9cc9-d62e64b94ab1
Line: 17 | Hops: 28 | Voltage: 79.928 | Status: Low | Modifier: -19.3822990135 | DeviceID: c4554d30-c4cf-4894-945a-a57606466199
Line: 18 | Hops: 28 | Voltage: 127.236 | Status: High | Modifier: -3.86259917571 | DeviceID: 14dedb1b-a270-440e-bf9f-80d06cbb3a3e
Line: 19 | Hops: 28 | Voltage: 99.281 | Status: Normal | Modifier: 0 | DeviceID: b7d69a2a-ad81-4179-ae88-f2a3f33c1f88
Line: 0 | Hops: 29 | Voltage: 97.132 | Status: Normal | Modifier: 0 | DeviceID: 89bc7af9-26af-44d4-bfb9-50c3dd2cbfab
Line: 1 | Hops: 29 | Voltage: 92.886 | Status: Normal | Modifier: 0 | DeviceID: f7b3c46c-2070-4ef0-b59a-d822b23abd83
Line: 2 | Hops: 29 | Voltage: 91.123 | Status: Normal | Modifier: 0 | DeviceID: 468c6128-5043-4992-819d-8908bc677698
Line: 3 | Hops: 29 | Voltage: 102.386 | Status: Normal | Modifier: 0 | DeviceID: 689ec858-8c4e-4484-ad72-1d1bc4c4fcef
Line: 4 | Hops: 29 | Voltage: 98.751 | Status: Normal | Modifier: 0 | DeviceID: af5f7b4c-15c0-409e-b77d-ab5ce62addde
Line: 5 | Hops: 29 | Voltage: 93.031 | Status: Normal | Modifier: 0 | DeviceID: 1fc839cd-1bbf-4b0a-a984-1237f3c630ae
Line: 6 | Hops: 29 | Voltage: 83.748 | Status: Normal | Modifier: 0 | DeviceID: e181b74a-7f3b-477a-aa3d-bf68791f29ad
Line: 7 | Hops: 29 | Voltage: 90.815 | Status: Normal | Modifier: 0 | DeviceID: e5684486-c71c-4ca5-9c5d-052dc0f4f17d
Line: 8 | Hops: 29 | Voltage: 94.973 | Status: Normal | Modifier: 0 | DeviceID: 00e2ba96-a372-43a8-8dcf-e70926415200
Line: 9 | Hops: 29 | Voltage: 88.201 | Status: Normal | Modifier: 0 | DeviceID: 02fc5741-dc50-4430-ad70-35b83ba2072e
Line: 10 | Hops: 29 | Voltage: 102.197 | Status: Normal | Modifier: 0 | DeviceID: f4014f3f-4bc0-47b0-96f8-ebd7d53c4fca
Line: 11 | Hops: 29 | Voltage: 92.77 | Status: Normal | Modifier: 0 | DeviceID: 43babf1c-b110-4d3d-a6d2-b5c7f7d8e9c5
Line: 12 | Hops: 29 | Voltage: 107.118 | Status: Normal | Modifier: 0 | DeviceID: b2ed6281-77bc-4263-9112-b6e11737ba05
Line: 13 | Hops: 29 | Voltage: 96.005 | Status: Normal | Modifier: 0 | DeviceID: b65142e7-6bf9-42bd-aa10-579f4e327828
Line: 14 | Hops: 29 | Voltage: 91.848 | Status: Normal | Modifier: 0 | DeviceID: 98e66663-7331-442c-9e73-2028828f4dd4
Line: 15 | Hops: 29 | Voltage: 100.394 | Status: Normal | Modifier: 0 | DeviceID: 734f74ec-3015-4be7-8387-2c4c6d783a62
Line: 16 | Hops: 29 | Voltage: 95.561 | Status: Normal | Modifier: 0 | DeviceID: 4ff0c472-67ce-480f-b5ce-6a58079c50bb
Line: 17 | Hops: 29 | Voltage: 78.679 | Status: Low | Modifier: -19.2884276282 | DeviceID: af217601-5ab9-4708-a5e9-e2fdaba18acb
Line: 18 | Hops: 29 | Voltage: 126.105 | Status: High | Modifier: -3.63260515134 | DeviceID: f636d1b1-2a97-427e-bc88-7721b741eac3
Line: 19 | Hops: 29 | Voltage: 98.504 | Status: Normal | Modifier: 0 | DeviceID: fb632104-191a-479c-8478-1ab103b0ac74
Line: 0 | Hops: 30 | Voltage: 96.208 | Status: Normal | Modifier: 0 | DeviceID: 15ac2fa9-c4dd-4f14-b85a-2ca17b27f859
Line: 1 | Hops: 30 | Voltage: 91.428 | Status: Normal | Modifier: 0 | DeviceID: 65ec14d5-f026-4f10-9089-5f3a2ebb2707
Line: 2 | Hops: 30 | Voltage: 89.318 | Status: Normal | Modifier: 0 | DeviceID: bb28f9a3-ec29-4d04-a93c-890a921e8f2e
Line: 3 | Hops: 30 | Voltage: 100.933 | Status: Normal | Modifier: 0 | DeviceID: 196ac7df-52d6-4e7e-aca6-de1429e02afc
Line: 4 | Hops: 30 | Voltage: 98.399 | Status: Normal | Modifier: 0 | DeviceID: 7118d28a-8467-4317-b239-0284506e6cf2
Line: 5 | Hops: 30 | Voltage: 92.696 | Status: Normal | Modifier: 0 | DeviceID: fcdfcebf-149d-4000-93f0-18f62f48205a
Line: 6 | Hops: 30 | Voltage: 82.668 | Status: Normal | Modifier: 0 | DeviceID: fb56c384-8340-4a9c-9647-23b596bc76c5
Line: 7 | Hops: 30 | Voltage: 89.697 | Status: Normal | Modifier: 0 | DeviceID: 223ed531-6f87-4d89-a408-adbcbfec39af
Line: 8 | Hops: 30 | Voltage: 94.548 | Status: Normal | Modifier: 0 | DeviceID: 6f6f0464-4a99-4df4-8e16-734597467c66
Line: 9 | Hops: 30 | Voltage: 87.847 | Status: Normal | Modifier: 0 | DeviceID: 031e2ff4-f554-444c-8ca7-4ebd0cfd7181
Line: 10 | Hops: 30 | Voltage: 101.729 | Status: Normal | Modifier: 0 | DeviceID: 53aced4c-ea69-434a-a1da-6b9fe709007f
Line: 11 | Hops: 30 | Voltage: 91.183 | Status: Normal | Modifier: 0 | DeviceID: 0b61aab1-8279-4d12-8ad4-f8b3cd315a15
Line: 12 | Hops: 30 | Voltage: 105.799 | Status: Normal | Modifier: 0 | DeviceID: 91c3a5cc-5c08-4575-883f-11e44364af54
Line: 13 | Hops: 30 | Voltage: 94.629 | Status: Normal | Modifier: 0 | DeviceID: 96f9c93e-fe62-4b87-b057-80859cdc32c4
Line: 14 | Hops: 30 | Voltage: 91.008 | Status: Normal | Modifier: 0 | DeviceID: 1efca7c7-bb82-449b-a69d-db8bdff03024
Line: 15 | Hops: 30 | Voltage: 99.836 | Status: Normal | Modifier: 0 | DeviceID: 823a2fec-04c1-4b21-8bda-9d446ea4f128
Line: 16 | Hops: 30 | Voltage: 94.68 | Status: Normal | Modifier: 0 | DeviceID: 402de466-f1db-444d-961a-1cb955420e9d
Line: 17 | Hops: 30 | Voltage: 76.699 | Status: Low | Modifier: -19.3360145573 | DeviceID: f5769210-774f-4b2e-b0c3-2e6a66c3cde7
Line: 18 | Hops: 30 | Voltage: 125.417 | Status: High | Modifier: -3.79769148992 | DeviceID: f384607f-e6e2-46aa-87f0-51549b2a6cb4
Line: 19 | Hops: 30 | Voltage: 98.004 | Status: Normal | Modifier: 0 | DeviceID: 4ca66d1a-79b1-44ae-8a5b-d6cbbb5cc946
Line: 0 | Hops: 31 | Voltage: 95.165 | Status: Normal | Modifier: 0 | DeviceID: 559116de-5bec-4097-afd6-0a923580c754
Line: 1 | Hops: 31 | Voltage: 90.496 | Status: Normal | Modifier: 0 | DeviceID: d597db0f-5c4c-4fa9-8f3f-5964505abd3b
Line: 2 | Hops: 31 | Voltage: 88.45 | Status: Normal | Modifier: 0 | DeviceID: ec1facaa-821b-4bd0-8d03-db0803ae5c03
Line: 3 | Hops: 31 | Voltage: 99.566 | Status: Normal | Modifier: 0 | DeviceID: 5fab8152-86c6-4cec-8499-3eceb66e6189
Line: 4 | Hops: 31 | Voltage: 96.839 | Status: Normal | Modifier: 0 | DeviceID: 9c2e7938-b82e-4935-a3bb-68cb6f583385
Line: 5 | Hops: 31 | Voltage: 92.284 | Status: Normal | Modifier: 0 | DeviceID: e3461139-fd32-467a-ac8e-3f1455843a79
Line: 6 | Hops: 31 | Voltage: 80.997 | Status: Low | Modifier: 6.46086324307 | DeviceID: 009f42ee-c938-4ac8-9ead-7acff2fc3d68
Line: 7 | Hops: 31 | Voltage: 89.136 | Status: Normal | Modifier: 0 | DeviceID: 315ac793-2428-4403-92e0-236470fb2c77
Line: 8 | Hops: 31 | Voltage: 93.243 | Status: Normal | Modifier: 0 | DeviceID: 35a6bf59-3214-4f05-83f9-137fee929874
Line: 9 | Hops: 31 | Voltage: 86.522 | Status: Normal | Modifier: 0 | DeviceID: a7c1204a-826c-4c1a-a2df-afdf7a1dd8d6
Line: 10 | Hops: 31 | Voltage: 100.655 | Status: Normal | Modifier: 0 | DeviceID: cf9b8510-621a-43ef-9b32-93acc437a618
Line: 11 | Hops: 31 | Voltage: 90.063 | Status: Normal | Modifier: 0 | DeviceID: 389e4743-799f-460b-8376-2de96b8d1326
Line: 12 | Hops: 31 | Voltage: 105.585 | Status: Normal | Modifier: 0 | DeviceID: 8aac0f96-d3bf-4435-8d63-e503690c76c9
Line: 13 | Hops: 31 | Voltage: 94.307 | Status: Normal | Modifier: 0 | DeviceID: 55783790-a45b-4425-aae3-8900ccdd9f99
Line: 14 | Hops: 31 | Voltage: 90.369 | Status: Normal | Modifier: 0 | DeviceID: a33d2a14-ec5b-4d6f-b49b-f08231cb441c
Line: 15 | Hops: 31 | Voltage: 98.576 | Status: Normal | Modifier: 0 | DeviceID: 6ad6ee49-4ed0-42d9-bc25-176fd7d3275b
Line: 16 | Hops: 31 | Voltage: 93.796 | Status: Normal | Modifier: 0 | DeviceID: cab81e34-a0e9-464f-bf0b-384b642d9256
Line: 17 | Hops: 31 | Voltage: 73.757 | Status: Low | Modifier: -19.6053102128 | DeviceID: 13837b66-7eeb-4561-b0cf-69afdc21fbe1
Line: 18 | Hops: 31 | Voltage: 125.217 | Status: High | Modifier: -4.10095803203 | DeviceID: 612439a6-37a6-4f59-880f-9bd12c385a46
Line: 19 | Hops: 31 | Voltage: 97.526 | Status: Normal | Modifier: 0 | DeviceID: 9746fff1-4362-4d55-99e0-8423405097c0
Line: 0 | Hops: 32 | Voltage: 94.132 | Status: Normal | Modifier: 0 | DeviceID: beb98df7-9d0f-4608-8197-504ff6429eac
Line: 1 | Hops: 32 | Voltage: 89.015 | Status: Normal | Modifier: 0 | DeviceID: 3922ddc1-cbaf-4d5b-b99f-847f77f16872
Line: 2 | Hops: 32 | Voltage: 86.787 | Status: Normal | Modifier: 0 | DeviceID: e0c8c3c6-d23b-4766-91c5-d2020294634f
Line: 3 | Hops: 32 | Voltage: 98.683 | Status: Normal | Modifier: 0 | DeviceID: 09d94e86-377e-4d76-917e-5d7ea87a5b8a
Line: 4 | Hops: 32 | Voltage: 96.792 | Status: Normal | Modifier: 0 | DeviceID: 6f561123-d8c0-4460-bce7-f5c650885058
Line: 5 | Hops: 32 | Voltage: 91.253 | Status: Normal | Modifier: 0 | DeviceID: 7ad07c89-e99e-4229-b404-3fad1719ae9a
Line: 6 | Hops: 32 | Voltage: 79.432 | Status: Low | Modifier: 6.40153378145 | DeviceID: 1de8bf49-6793-4fad-98d1-d3617fc251dc
Line: 7 | Hops: 32 | Voltage: 87.701 | Status: Normal | Modifier: 0 | DeviceID: 736aaa0e-5073-47e1-a020-331eea0fb703
Line: 8 | Hops: 32 | Voltage: 92.164 | Status: Normal | Modifier: 0 | DeviceID: b0b0d8f9-549c-4ad4-b345-596cd3dcf228
Line: 9 | Hops: 32 | Voltage: 85.852 | Status: Normal | Modifier: 0 | DeviceID: 3d9b8c37-9323-4772-9a33-568e8cc52f13
Line: 10 | Hops: 32 | Voltage: 100.089 | Status: Normal | Modifier: 0 | DeviceID: aa0a8dbb-53df-4782-af8f-5a256e6e27fb
Line: 11 | Hops: 32 | Voltage: 88.577 | Status: Normal | Modifier: 0 | DeviceID: 8061f91c-eb4c-4671-ad95-4af6d631b051
Line: 12 | Hops: 32 | Voltage: 104.725 | Status: Normal | Modifier: 0 | DeviceID: a94bbdad-1b89-4387-b27c-5edfeef694f4
Line: 13 | Hops: 32 | Voltage: 94.069 | Status: Normal | Modifier: 0 | DeviceID: 34f47129-b8da-4940-bf4c-e1eeeace88a3
Line: 14 | Hops: 32 | Voltage: 88.913 | Status: Normal | Modifier: 0 | DeviceID: 13443943-774a-46df-b2bb-9f211c012eb1
Line: 15 | Hops: 32 | Voltage: 97.304 | Status: Normal | Modifier: 0 | DeviceID: 89fe96b2-e8af-4ce0-a106-7b1a86311cd6
Line: 16 | Hops: 32 | Voltage: 91.699 | Status: Normal | Modifier: 0 | DeviceID: dd927f5b-9703-461a-a495-52054dcf0db2
Line: 17 | Hops: 32 | Voltage: 71.767 | Status: Low | Modifier: -20.1184675535 | DeviceID: 823c9a9b-11a2-4445-b38e-7d9fbd366f4a
Line: 18 | Hops: 32 | Voltage: 123.697 | Status: Normal | Modifier: 0 | DeviceID: 5905997f-aedc-4d59-8adb-17f90c54c50c
Line: 19 | Hops: 32 | Voltage: 96.791 | Status: Normal | Modifier: 0 | DeviceID: eaa4b59f-bb38-4517-9950-c29309fae177
Line: 0 | Hops: 33 | Voltage: 93.318 | Status: Normal | Modifier: 0 | DeviceID: e4a89ae0-b19d-477d-afe5-a92b5cfd1dfa
Line: 1 | Hops: 33 | Voltage: 86.736 | Status: Normal | Modifier: 0 | DeviceID: 67abc78c-d543-44d9-ae2d-658f7ba820d9
Line: 2 | Hops: 33 | Voltage: 86.059 | Status: Normal | Modifier: 0 | DeviceID: 80b8b9ca-0ac4-4464-84ee-550517b43c30
Line: 3 | Hops: 33 | Voltage: 97.907 | Status: Normal | Modifier: 0 | DeviceID: d763d4c1-863a-4dce-b08b-2b5e9056d59e
Line: 4 | Hops: 33 | Voltage: 95.992 | Status: Normal | Modifier: 0 | DeviceID: 55e8ecaa-f191-4109-8f41-f60a77632d0a
Line: 5 | Hops: 33 | Voltage: 90.949 | Status: Normal | Modifier: 0 | DeviceID: a60fe136-5909-4f80-9304-16d75aad89b0
Line: 6 | Hops: 33 | Voltage: 78.369 | Status: Low | Modifier: 6.77939976581 | DeviceID: 7a896baf-7d16-4b5c-8460-f6bc18514528
Line: 7 | Hops: 33 | Voltage: 87.366 | Status: Normal | Modifier: 0 | DeviceID: 3623aefc-8fa6-4db3-acff-05629a6146c4
Line: 8 | Hops: 33 | Voltage: 90.982 | Status: Normal | Modifier: 0 | DeviceID: 69c7f8d6-1baa-45b8-b395-c0f85c1a99d3
